"Timestamp","RunId","Step","StepMs","TotalMs"
"2026-02-14 12:23:40","20260214_122340_081","Startup-TempCleanup (deleted=0 failed=0)","139.32","358.26"
"2026-02-14 12:34:47","20260214_123447_992","Load-Config","91.82","192.58"
"2026-02-14 12:34:47","20260214_123447_992","Apply-UiTheme","27.22","192.58"
"2026-02-14 12:34:47","20260214_123447_992","Ensure-Folders","25.98","192.58"
"2026-02-14 12:34:47","20260214_123447_992","Startup-TempCleanup (deleted=0 failed=0)","47.31","192.58"
"2026-02-14 12:36:36","20260214_123636_591","Load-Config","101.72","219.36"
"2026-02-14 12:36:36","20260214_123636_591","Apply-UiTheme","24.43","219.36"
"2026-02-14 12:36:36","20260214_123636_591","Ensure-Folders","8.51","219.36"
"2026-02-14 12:36:36","20260214_123636_591","Startup-TempCleanup (deleted=0 failed=0)","84.42","219.36"
"2026-02-14 12:36:54","20260214_123654_597","Load-Config","96.74","221.41"
"2026-02-14 12:36:54","20260214_123654_597","Apply-UiTheme","26.32","221.41"
"2026-02-14 12:36:54","20260214_123654_597","Ensure-Folders","9.17","221.41"
"2026-02-14 12:36:54","20260214_123654_597","Startup-TempCleanup (deleted=0 failed=0)","88.92","221.41"
"2026-02-14 13:28:20","20260214_132820_926","Load-Config","95.14","235.28"
"2026-02-14 13:28:20","20260214_132820_926","Apply-UiTheme","26.72","235.28"
"2026-02-14 13:28:20","20260214_132820_926","Ensure-Folders","8.21","235.28"
"2026-02-14 13:28:20","20260214_132820_926","Startup-TempCleanup (deleted=0 failed=0)","104.92","235.28"
"2026-02-14 13:30:13","20260214_133013_375","Load-Config","99.11","213.2"
"2026-02-14 13:30:13","20260214_133013_375","Apply-UiTheme","24.79","213.2"
"2026-02-14 13:30:13","20260214_133013_375","Ensure-Folders","26.48","213.2"
"2026-02-14 13:30:13","20260214_133013_375","Startup-TempCleanup (deleted=0 failed=0)","62.65","213.2"
"2026-02-14 19:08:55","20260214_190855_017","Load-Config","132.23","297.79"
"2026-02-14 19:08:55","20260214_190855_017","Apply-UiTheme","34.3","297.79"
"2026-02-14 19:08:55","20260214_190855_017","Ensure-Folders","12.5","297.79"
"2026-02-14 19:08:55","20260214_190855_017","Startup-TempCleanup (deleted=0 failed=0)","118.47","297.79"
"2026-02-14 21:05:15","20260214_210515_867","Load-Config","86.55","212.46"
"2026-02-14 21:05:15","20260214_210515_867","Apply-UiTheme","24.01","212.46"
"2026-02-14 21:05:15","20260214_210515_867","Ensure-Folders","7.23","212.46"
"2026-02-14 21:05:15","20260214_210515_867","Startup-TempCleanup (deleted=0 failed=0)","94.41","212.46"
"2026-02-14 21:10:39","20260214_211039_313","Load-Config","89.01","187.38"
"2026-02-14 21:10:39","20260214_211039_313","Apply-UiTheme","23.89","187.38"
"2026-02-14 21:10:39","20260214_211039_313","Ensure-Folders","6.99","187.38"
"2026-02-14 21:10:39","20260214_211039_313","Startup-TempCleanup (deleted=0 failed=0)","67.34","187.38"
"2026-02-14 21:12:13","20260214_211213_217","Load-Config","106.74","227.95"
"2026-02-14 21:12:13","20260214_211213_217","Apply-UiTheme","29.7","227.95"
"2026-02-14 21:12:13","20260214_211213_217","Ensure-Folders","8.73","227.95"
"2026-02-14 21:12:13","20260214_211213_217","Startup-TempCleanup (deleted=0 failed=0)","82.63","227.95"
"2026-02-14 21:14:34","20260214_211434_744","Load-Config","87.06","193.56"
"2026-02-14 21:14:34","20260214_211434_744","Apply-UiTheme","24.09","193.56"
"2026-02-14 21:14:34","20260214_211434_744","Ensure-Folders","22.29","193.56"
"2026-02-14 21:14:34","20260214_211434_744","Startup-TempCleanup (deleted=0 failed=0)","59.92","193.56"
